metric,ci_low,ci_high,mean
delta_auc_jpeg_q50,-0.012847350214753977,0.008520899773991304,-0.0020140124284126126
delta_auc_resize_112,0.009404266339363457,0.040635118443154976,0.0251388929993669
delta_auc_blur_sigma2,-0.03432668648380434,0.015680786910073262,-0.00941638157671061
delta_auc_screenshot_strong,1.5729432902053686e-05,0.03989141160724342,0.01989345150041492
ExternalStrongRobustAUC,0.5020325698467115,0.546403708114812,0.5242992871610486
