phase,epoch,train_loss,val_loss,val_roc_auc,val_ap,val_accuracy_050,val_balanced_accuracy_050,val_precision_050,val_recall_050,val_specificity_050,val_f1_050,val_fpr_050
2,1,0.4109998830529146,0.403420208838948,0.8992189904586027,0.9065261313242037,0.8377192982456141,0.8377192982456141,0.8564814814814815,0.8114035087719298,0.8640350877192983,0.8333333333333334,0.13596491228070176
2,2,0.22750303669031277,0.35746461153030396,0.9220144659895352,0.9297059568929502,0.8377192982456141,0.8377192982456141,0.8632075471698113,0.8026315789473685,0.8728070175438597,0.8318181818181818,0.12719298245614036
2,3,0.132188493255959,0.33630220827303436,0.9319405971068021,0.938127383029369,0.8530701754385965,0.8530701754385965,0.8851674641148325,0.8114035087719298,0.8947368421052632,0.8466819221967964,0.10526315789473684
2,4,0.08028836409712947,0.3165225433675866,0.9420013850415513,0.9488501896564543,0.8706140350877193,0.8706140350877194,0.8967136150234741,0.8377192982456141,0.9035087719298246,0.8662131519274376,0.09649122807017543
2,5,0.05533427966022214,0.3042802256450318,0.9456371191135734,0.9520983029766452,0.8618421052631579,0.8618421052631579,0.8733031674208145,0.8464912280701754,0.8771929824561403,0.8596881959910914,0.12280701754385964
2,6,0.04101454490405876,0.30340400181318583,0.9471568174823022,0.9523337267174301,0.8706140350877193,0.8706140350877193,0.8658008658008658,0.8771929824561403,0.8640350877192983,0.8714596949891068,0.13596491228070176
2,7,0.032848552584128325,0.3057265511730261,0.949157433056325,0.9540866315768047,0.868421052631579,0.868421052631579,0.875,0.8596491228070176,0.8771929824561403,0.8672566371681416,0.12280701754385964
2,8,0.02695604225317406,0.3165895128459261,0.9482917820867959,0.9533277873472634,0.8706140350877193,0.8706140350877193,0.8858447488584474,0.8508771929824561,0.8903508771929824,0.8680089485458613,0.10964912280701754
2,9,0.03395746029415276,0.323131407823479,0.9488496460449367,0.9569831622539573,0.8793859649122807,0.8793859649122806,0.909952606635071,0.8421052631578947,0.9166666666666666,0.8747152619589977,0.08333333333333333
2,10,0.019996681548438446,0.32136212393902897,0.9508502616189598,0.9559849626207463,0.8837719298245614,0.8837719298245614,0.8888888888888888,0.8771929824561403,0.8903508771929824,0.8830022075055187,0.10964912280701754
2,11,0.015180436791418943,0.3316004472343545,0.9508117882425362,0.9565397198883743,0.8728070175438597,0.8728070175438596,0.8899082568807339,0.8508771929824561,0.8947368421052632,0.8699551569506726,0.10526315789473684
2,12,0.01888356079228309,0.35433683479041383,0.9459641428131733,0.947579071528525,0.8793859649122807,0.8793859649122806,0.8559670781893004,0.9122807017543859,0.8464912280701754,0.8832271762208068,0.15350877192982457
2,13,0.009452981874346733,0.3413116179014507,0.9502539242843953,0.9552254416461007,0.8706140350877193,0.8706140350877193,0.8789237668161435,0.8596491228070176,0.881578947368421,0.8691796008869179,0.11842105263157894
2,14,0.007808466590832659,0.37270804638402505,0.9475992613111727,0.9512495714795428,0.8771929824561403,0.8771929824561404,0.8675213675213675,0.8903508771929824,0.8640350877192983,0.8787878787878788,0.13596491228070176
2,15,0.011505575782922639,0.37142643084128696,0.9484072022160664,0.9526981666765668,0.8640350877192983,0.8640350877192983,0.8878504672897196,0.8333333333333334,0.8947368421052632,0.8597285067873304,0.10526315789473684
2,16,0.005530385491384063,0.3453741606259555,0.9549092028316405,0.9601201062753405,0.868421052631579,0.868421052631579,0.8783783783783784,0.8552631578947368,0.881578947368421,0.8666666666666667,0.11842105263157894
2,17,0.006799235248255955,0.36136724865227415,0.9523122499230533,0.9571935907835224,0.8706140350877193,0.8706140350877193,0.8789237668161435,0.8596491228070176,0.881578947368421,0.8691796008869179,0.11842105263157894
2,18,0.0058624691534300095,0.3834158924587986,0.9474068944290551,0.9526969300695646,0.8793859649122807,0.8793859649122807,0.8744588744588745,0.8859649122807017,0.8728070175438597,0.8801742919389978,0.12719298245614036
2,19,0.0049665808687149,0.4216090001558003,0.9436942136041859,0.949290213616722,0.8771929824561403,0.8771929824561404,0.8981481481481481,0.8508771929824561,0.9035087719298246,0.8738738738738738,0.09649122807017543
2,20,0.009263536954423153,0.40497359528876187,0.9455794090489381,0.9511194907103548,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.11403508771929824
