regime,phase,epoch,train_loss,original_auc,original_ap,jpeg50_auc,jpeg50_ap,resize112_auc,resize112_ap,blur2_auc,blur2_ap,robust_val_auc,robust_val_ap,original_loss
A2,2,1,0.17979217892469362,0.9347876269621422,0.9363245098669556,0.9077600800246229,0.9055497447979846,0.84216297322253,0.8377481517149856,0.7073714989227455,0.6982333071376314,0.8480205447830101,0.8444639283793892,0.3666909755321971
A2,2,2,0.10353215419968893,0.9362688519544475,0.93873773384501,0.9076638965835642,0.9051174479053172,0.8485303170206218,0.8451405246587178,0.7133733456448139,0.6978865920958714,0.8514591028008618,0.8467205746262292,0.36380137477004737
A2,2,3,0.08115499535965365,0.9338642659279779,0.9367413310866208,0.9064135118498,0.9049691435621519,0.8545898738073254,0.8545771191458831,0.7050630963373347,0.69430322300012,0.8499826869806095,0.8476477041986941,0.34304571073306234
A2,2,4,0.0667153837289228,0.9390774084333642,0.9418695887724751,0.9122614650661742,0.9117559293658053,0.8617843951985226,0.8632367318326257,0.702331486611265,0.691756458999219,0.8538636888273315,0.8521546772425312,0.3314075728780345
A2,2,5,0.049362263880496804,0.9399430594028931,0.9438813721463545,0.9146468144044321,0.9150098721869747,0.8620344721452755,0.8650207227692993,0.704158971991382,0.6891275339294003,0.8551958294859957,0.8532598752580072,0.3311220668909842
A2,2,6,0.04679531468684937,0.9364035087719298,0.9393039553489312,0.9133579562942443,0.9131834643200067,0.8585141582025239,0.8595693452318272,0.7009656817482302,0.6883696256065184,0.852310326254232,0.8501065976268208,0.3482157258610976
A2,2,7,0.03640571924273011,0.9394429055093876,0.9434602778814686,0.9183787319175131,0.9185073731693553,0.8655355493998153,0.8683202019850429,0.7007925515543243,0.6846983135890937,0.85603743459526,0.8537465416562401,0.3433882709135089
A2,2,8,0.022813200593254594,0.9404624499846106,0.9449550126303333,0.9192443828870421,0.920269433855554,0.8713642659279778,0.8738526458321447,0.7018698060941828,0.6872023655509212,0.8582352262234533,0.8565698644672384,0.3460129478521514
A2,2,9,0.026226217901810657,0.9419052016004925,0.945921395763944,0.9212065250846415,0.9208128487686309,0.876346568174823,0.8775975353452662,0.7021872114496769,0.6886770516366623,0.8604113765774084,0.8582522078786258,0.3480230266587776
A2,2,10,0.021923394743786302,0.9423861188057864,0.9459769005658802,0.9220914127423823,0.9234186713643685,0.8775777162203755,0.8797212886957451,0.702639273622653,0.690030395226592,0.8611736303477993,0.8597868139631465,0.33993691676541377
A2,2,11,0.017023395633238347,0.9406740535549399,0.9457257629024454,0.9187634656817482,0.9204130108905538,0.878077870113881,0.880815473421099,0.7100069252077562,0.6986659397948244,0.8618805786395813,0.8614050467522306,0.3492068240517064
A2,2,12,0.022627760450420684,0.9364996922129887,0.9406616765660478,0.9167436134195137,0.918551861441706,0.8776738996614342,0.8805773940752977,0.7161145737149892,0.6978765573536414,0.8617579447522314,0.8594168723591733,0.36122047587444905
A2,2,13,0.014952370712836815,0.9396160357032933,0.9429647233830095,0.9196868267159126,0.9210644240747667,0.874923053247153,0.8763501781041898,0.7071118036318867,0.6890823585095744,0.8603344298245614,0.857365421017885,0.37715404389197366
A2,2,14,0.013223691499618771,0.9390774084333642,0.9442677636577238,0.9171475838719605,0.9184091090744401,0.8759233610341643,0.8792742657217947,0.7039377500769468,0.6942171420282433,0.859021525854109,0.8590420701205506,0.3764129730693081
A2,2,15,0.013825664562064894,0.9378077870113881,0.9430607552587689,0.9174746075715605,0.9192356507249633,0.877058325638658,0.8797544835564141,0.7108725761772854,0.7047892075379929,0.860803324099723,0.8617100242695348,0.3884470452342117
A2,2,16,0.015359655185061138,0.9383656509695291,0.9436428546476249,0.9178593413357955,0.919876492665964,0.8824253616497384,0.8858909559615036,0.720413973530317,0.703125673236957,0.8647660818713451,0.8631339941280123,0.37952012607925817
A2,2,17,0.01362665789472589,0.9343451831332718,0.9388824327067132,0.9114150507848569,0.9106807736989674,0.8760580178516467,0.8761341084303984,0.6973684210526316,0.693449813125333,0.8547966682056019,0.8547867819903531,0.3921675368359214
A2,2,18,0.009189808530039912,0.9401354262850108,0.9430407408290116,0.9170514004309018,0.9142935135717072,0.8784241305016929,0.8767424382021833,0.706611649738381,0.6988982661897398,0.8605556517389966,0.8582437396981605,0.40012035662667794
A2,2,19,0.008474217745378007,0.9368074792243767,0.940457060205059,0.9126269621421975,0.9100866162732039,0.8794821483533395,0.8789458179519587,0.7069098184056634,0.698882789259559,0.8589566020313942,0.8570930709224451,0.39996767671484695
A2,2,20,0.0064988034563463965,0.9386542012927055,0.941200966857128,0.916878270236996,0.9117543257605623,0.8842336103416436,0.8815424309196067,0.7109591412742382,0.6993108284762757,0.8626813057863958,0.8584521380033932,0.4000809386111142
