regime,split,condition,generator,recall,sample_count,threshold
A0,known_test,original,ADM,0.7719298245614035,57,0.7300598621368408
A0,known_test,original,BigGAN,1.0,57,0.7300598621368408
A0,known_test,original,GLIDE,0.9649122807017544,57,0.7300598621368408
A0,known_test,original,SD15,0.7192982456140351,57,0.7300598621368408
A0,known_test,jpeg_q50,ADM,0.9122807017543859,57,0.7300598621368408
A0,known_test,jpeg_q50,BigGAN,1.0,57,0.7300598621368408
A0,known_test,jpeg_q50,GLIDE,0.9473684210526315,57,0.7300598621368408
A0,known_test,jpeg_q50,SD15,0.8070175438596491,57,0.7300598621368408
A0,known_test,resize_112,ADM,0.9824561403508771,57,0.7300598621368408
A0,known_test,resize_112,BigGAN,1.0,57,0.7300598621368408
A0,known_test,resize_112,GLIDE,0.9824561403508771,57,0.7300598621368408
A0,known_test,resize_112,SD15,0.9824561403508771,57,0.7300598621368408
A0,known_test,blur_sigma2,ADM,1.0,57,0.7300598621368408
A0,known_test,blur_sigma2,BigGAN,1.0,57,0.7300598621368408
A0,known_test,blur_sigma2,GLIDE,0.9824561403508771,57,0.7300598621368408
A0,known_test,blur_sigma2,SD15,1.0,57,0.7300598621368408
A0,known_test,screenshot_strong,ADM,0.8245614035087719,57,0.7300598621368408
A0,known_test,screenshot_strong,BigGAN,0.8070175438596491,57,0.7300598621368408
A0,known_test,screenshot_strong,GLIDE,0.8947368421052632,57,0.7300598621368408
A0,known_test,screenshot_strong,SD15,0.7368421052631579,57,0.7300598621368408
A0,unseen_test,original,Midjourney,0.7447552447552448,286,0.7300598621368408
A0,unseen_test,original,VQDM,0.24912280701754386,285,0.7300598621368408
A0,unseen_test,original,Wukong,0.7929824561403509,285,0.7300598621368408
A0,unseen_test,jpeg_q50,Midjourney,0.8601398601398601,286,0.7300598621368408
A0,unseen_test,jpeg_q50,VQDM,0.5228070175438596,285,0.7300598621368408
A0,unseen_test,jpeg_q50,Wukong,0.8912280701754386,285,0.7300598621368408
A0,unseen_test,resize_112,Midjourney,0.9965034965034965,286,0.7300598621368408
A0,unseen_test,resize_112,VQDM,0.9087719298245615,285,0.7300598621368408
A0,unseen_test,resize_112,Wukong,0.9859649122807017,285,0.7300598621368408
A0,unseen_test,blur_sigma2,Midjourney,1.0,286,0.7300598621368408
A0,unseen_test,blur_sigma2,VQDM,0.9859649122807017,285,0.7300598621368408
A0,unseen_test,blur_sigma2,Wukong,1.0,285,0.7300598621368408
A0,unseen_test,screenshot_strong,Midjourney,0.8636363636363636,286,0.7300598621368408
A0,unseen_test,screenshot_strong,VQDM,0.3894736842105263,285,0.7300598621368408
A0,unseen_test,screenshot_strong,Wukong,0.8912280701754386,285,0.7300598621368408
A1,known_test,original,ADM,0.7543859649122807,57,0.49797582626342773
A1,known_test,original,BigGAN,0.8947368421052632,57,0.49797582626342773
A1,known_test,original,GLIDE,0.9122807017543859,57,0.49797582626342773
A1,known_test,original,SD15,0.7894736842105263,57,0.49797582626342773
A1,known_test,jpeg_q50,ADM,0.8596491228070176,57,0.49797582626342773
A1,known_test,jpeg_q50,BigGAN,0.9473684210526315,57,0.49797582626342773
A1,known_test,jpeg_q50,GLIDE,0.9122807017543859,57,0.49797582626342773
A1,known_test,jpeg_q50,SD15,0.8596491228070176,57,0.49797582626342773
A1,known_test,resize_112,ADM,0.9298245614035088,57,0.49797582626342773
A1,known_test,resize_112,BigGAN,0.9122807017543859,57,0.49797582626342773
A1,known_test,resize_112,GLIDE,0.9122807017543859,57,0.49797582626342773
A1,known_test,resize_112,SD15,0.9473684210526315,57,0.49797582626342773
A1,known_test,blur_sigma2,ADM,0.8421052631578947,57,0.49797582626342773
A1,known_test,blur_sigma2,BigGAN,0.7719298245614035,57,0.49797582626342773
A1,known_test,blur_sigma2,GLIDE,0.7543859649122807,57,0.49797582626342773
A1,known_test,blur_sigma2,SD15,0.8596491228070176,57,0.49797582626342773
A1,known_test,screenshot_strong,ADM,0.7017543859649122,57,0.49797582626342773
A1,known_test,screenshot_strong,BigGAN,0.7192982456140351,57,0.49797582626342773
A1,known_test,screenshot_strong,GLIDE,0.7719298245614035,57,0.49797582626342773
A1,known_test,screenshot_strong,SD15,0.8245614035087719,57,0.49797582626342773
A1,unseen_test,original,Midjourney,0.8426573426573427,286,0.49797582626342773
A1,unseen_test,original,VQDM,0.47017543859649125,285,0.49797582626342773
A1,unseen_test,original,Wukong,0.8491228070175438,285,0.49797582626342773
A1,unseen_test,jpeg_q50,Midjourney,0.9090909090909091,286,0.49797582626342773
A1,unseen_test,jpeg_q50,VQDM,0.6631578947368421,285,0.49797582626342773
A1,unseen_test,jpeg_q50,Wukong,0.9228070175438596,285,0.49797582626342773
A1,unseen_test,resize_112,Midjourney,0.9475524475524476,286,0.49797582626342773
A1,unseen_test,resize_112,VQDM,0.8070175438596491,285,0.49797582626342773
A1,unseen_test,resize_112,Wukong,0.9754385964912281,285,0.49797582626342773
A1,unseen_test,blur_sigma2,Midjourney,0.8321678321678322,286,0.49797582626342773
A1,unseen_test,blur_sigma2,VQDM,0.7157894736842105,285,0.49797582626342773
A1,unseen_test,blur_sigma2,Wukong,0.9157894736842105,285,0.49797582626342773
A1,unseen_test,screenshot_strong,Midjourney,0.8601398601398601,286,0.49797582626342773
A1,unseen_test,screenshot_strong,VQDM,0.6140350877192983,285,0.49797582626342773
A1,unseen_test,screenshot_strong,Wukong,0.9263157894736842,285,0.49797582626342773
A2,known_test,original,ADM,0.8070175438596491,57,0.36564627289772034
A2,known_test,original,BigGAN,0.9122807017543859,57,0.36564627289772034
A2,known_test,original,GLIDE,0.8771929824561403,57,0.36564627289772034
A2,known_test,original,SD15,0.8245614035087719,57,0.36564627289772034
A2,known_test,jpeg_q50,ADM,0.8245614035087719,57,0.36564627289772034
A2,known_test,jpeg_q50,BigGAN,0.9122807017543859,57,0.36564627289772034
A2,known_test,jpeg_q50,GLIDE,0.9122807017543859,57,0.36564627289772034
A2,known_test,jpeg_q50,SD15,0.7894736842105263,57,0.36564627289772034
A2,known_test,resize_112,ADM,0.8947368421052632,57,0.36564627289772034
A2,known_test,resize_112,BigGAN,0.9298245614035088,57,0.36564627289772034
A2,known_test,resize_112,GLIDE,0.9473684210526315,57,0.36564627289772034
A2,known_test,resize_112,SD15,0.9473684210526315,57,0.36564627289772034
A2,known_test,blur_sigma2,ADM,1.0,57,0.36564627289772034
A2,known_test,blur_sigma2,BigGAN,1.0,57,0.36564627289772034
A2,known_test,blur_sigma2,GLIDE,1.0,57,0.36564627289772034
A2,known_test,blur_sigma2,SD15,0.9824561403508771,57,0.36564627289772034
A2,known_test,screenshot_strong,ADM,0.7017543859649122,57,0.36564627289772034
A2,known_test,screenshot_strong,BigGAN,0.6842105263157895,57,0.36564627289772034
A2,known_test,screenshot_strong,GLIDE,0.8421052631578947,57,0.36564627289772034
A2,known_test,screenshot_strong,SD15,0.8070175438596491,57,0.36564627289772034
A2,unseen_test,original,Midjourney,0.8251748251748252,286,0.36564627289772034
A2,unseen_test,original,VQDM,0.36140350877192984,285,0.36564627289772034
A2,unseen_test,original,Wukong,0.8526315789473684,285,0.36564627289772034
A2,unseen_test,jpeg_q50,Midjourney,0.7762237762237763,286,0.36564627289772034
A2,unseen_test,jpeg_q50,VQDM,0.4,285,0.36564627289772034
A2,unseen_test,jpeg_q50,Wukong,0.8491228070175438,285,0.36564627289772034
A2,unseen_test,resize_112,Midjourney,0.9300699300699301,286,0.36564627289772034
A2,unseen_test,resize_112,VQDM,0.6771929824561403,285,0.36564627289772034
A2,unseen_test,resize_112,Wukong,0.9403508771929825,285,0.36564627289772034
A2,unseen_test,blur_sigma2,Midjourney,1.0,286,0.36564627289772034
A2,unseen_test,blur_sigma2,VQDM,0.9929824561403509,285,0.36564627289772034
A2,unseen_test,blur_sigma2,Wukong,1.0,285,0.36564627289772034
A2,unseen_test,screenshot_strong,Midjourney,0.7167832167832168,286,0.36564627289772034
A2,unseen_test,screenshot_strong,VQDM,0.3333333333333333,285,0.36564627289772034
A2,unseen_test,screenshot_strong,Wukong,0.856140350877193,285,0.36564627289772034
A3,known_test,original,ADM,0.7894736842105263,57,0.2821369767189026
A3,known_test,original,BigGAN,0.8947368421052632,57,0.2821369767189026
A3,known_test,original,GLIDE,0.9122807017543859,57,0.2821369767189026
A3,known_test,original,SD15,0.8070175438596491,57,0.2821369767189026
A3,known_test,jpeg_q50,ADM,0.8421052631578947,57,0.2821369767189026
A3,known_test,jpeg_q50,BigGAN,0.9649122807017544,57,0.2821369767189026
A3,known_test,jpeg_q50,GLIDE,0.9473684210526315,57,0.2821369767189026
A3,known_test,jpeg_q50,SD15,0.8947368421052632,57,0.2821369767189026
A3,known_test,resize_112,ADM,0.9122807017543859,57,0.2821369767189026
A3,known_test,resize_112,BigGAN,0.8947368421052632,57,0.2821369767189026
A3,known_test,resize_112,GLIDE,0.9473684210526315,57,0.2821369767189026
A3,known_test,resize_112,SD15,0.9649122807017544,57,0.2821369767189026
A3,known_test,blur_sigma2,ADM,0.8771929824561403,57,0.2821369767189026
A3,known_test,blur_sigma2,BigGAN,0.9473684210526315,57,0.2821369767189026
A3,known_test,blur_sigma2,GLIDE,0.9122807017543859,57,0.2821369767189026
A3,known_test,blur_sigma2,SD15,0.9649122807017544,57,0.2821369767189026
A3,known_test,screenshot_strong,ADM,0.7543859649122807,57,0.2821369767189026
A3,known_test,screenshot_strong,BigGAN,0.7719298245614035,57,0.2821369767189026
A3,known_test,screenshot_strong,GLIDE,0.8947368421052632,57,0.2821369767189026
A3,known_test,screenshot_strong,SD15,0.8947368421052632,57,0.2821369767189026
A3,unseen_test,original,Midjourney,0.8356643356643356,286,0.2821369767189026
A3,unseen_test,original,VQDM,0.512280701754386,285,0.2821369767189026
A3,unseen_test,original,Wukong,0.8807017543859649,285,0.2821369767189026
A3,unseen_test,jpeg_q50,Midjourney,0.8321678321678322,286,0.2821369767189026
