regime,phase,epoch,train_loss,original_auc,original_ap,jpeg50_auc,jpeg50_ap,resize112_auc,resize112_ap,blur2_auc,blur2_ap,robust_val_auc,robust_val_ap,original_loss
A3,1,1,0.5835069819938304,0.8470683287165282,0.8449634770296548,0.7900315481686674,0.7832441901385199,0.7801246537396123,0.778928940741464,0.7094105878731918,0.7067334659947573,0.7816587796245,0.778467518476099,0.48304864345935355
A3,1,2,0.4537035005037175,0.8749615266235765,0.8658639891941292,0.8225800246229609,0.8022782740889963,0.8093451831332719,0.7920521317468472,0.7409779932286857,0.716340679842975,0.8119661819021238,0.7941337687182369,0.4574876140084183
A3,1,3,0.40123773452847505,0.8849068944290551,0.8775336493099153,0.8302554632194521,0.8118142477178676,0.8105186211141889,0.7969463651738025,0.7367651585103109,0.7149436971050807,0.8156115343182517,0.8003094898266665,0.4788317450305872
A3,1,4,0.34173434348993526,0.8936595875654048,0.8899947023651629,0.8432979378270237,0.8272820061304759,0.826388888888889,0.8122120620503882,0.7623691905201602,0.741761805746361,0.8314289012003694,0.817812644073097,0.4378089449907604
A3,1,5,0.27437958259915196,0.8724030470914128,0.8705220333882777,0.8032086795937211,0.7891102272979038,0.7920321637426901,0.7864838777084937,0.7315904893813481,0.7225529560762325,0.799808594952293,0.792167273617727,0.48788700082845854
A3,1,6,0.24628759452769922,0.8654201292705448,0.857548071313066,0.809729916897507,0.7944821709308545,0.8031124961526623,0.795861730929976,0.7513273314866112,0.7350350511034573,0.8073974684518314,0.7957317560693384,0.49708323049963565
A3,1,7,0.2046744003891945,0.8889081255771006,0.8814667108586706,0.8346606648199446,0.8167382072059538,0.8104993844259771,0.7973512682084829,0.7488265620190828,0.7253403235362532,0.8207236842105263,0.8052241274523402,0.49806088993423864
A3,1,8,0.16387068168368452,0.8718644198214835,0.8666314977413262,0.8209833795013851,0.8067560606005746,0.8095567867036012,0.8015938243109152,0.7527893197907048,0.7351885433449724,0.8137984764542937,0.8025424814994471,0.49989770012989376
A3,1,9,0.11872809648860333,0.8695752539242844,0.863451913596776,0.8141351184979992,0.8036136695948467,0.7987265312403815,0.7950788607069097,0.7418244075100031,0.7336868744497581,0.8060653277931671,0.7989578295870726,0.5703294541229281
A3,1,10,0.11610230084422023,0.8589566020313943,0.852708117119511,0.805613265620191,0.7972085412621251,0.795841028008618,0.7982428201513827,0.7453062480763312,0.7392162957721989,0.8014292859341337,0.7968439435763045,0.5477501875475833
