regime,phase,epoch,train_loss,original_auc,original_ap,jpeg50_auc,jpeg50_ap,resize112_auc,resize112_ap,blur2_auc,blur2_ap,robust_val_auc,robust_val_ap,original_loss
A3,2,1,0.3789604288894077,0.8934672206832872,0.8832016851453637,0.8589181286549707,0.8401701074320901,0.8143659587565404,0.7978725452691651,0.7590604801477377,0.7291602420803265,0.8314529470606341,0.8126011449817363,0.41866878668467206
A3,2,2,0.2908712382926497,0.8944482917820868,0.8847235504260954,0.8591104955370883,0.8416049360644923,0.8132502308402586,0.7947203866684613,0.760233918128655,0.7279615626214019,0.8317607340720221,0.8122526089451128,0.4290751412249448
A3,2,3,0.2519334100706633,0.8963719606032626,0.8894548030476443,0.8599184364419822,0.8472961157100304,0.8155393967374577,0.8007440268365766,0.7528855032317636,0.7302532564439255,0.8311788242536164,0.8169370505095442,0.405530031312976
A3,2,4,0.20454688838054969,0.9106455832563867,0.9061056628111784,0.8681132656201909,0.8570612021367165,0.8193482610033858,0.8035354193282669,0.7554632194521391,0.7461383825660723,0.8383925823330256,0.8282101667105586,0.3862888541137963
A3,2,5,0.1856798669973085,0.905605570944906,0.9006540244012253,0.8668436441982148,0.8599225267561424,0.8155393967374577,0.8035420677987339,0.7467682363804249,0.7431955674866876,0.8336892120652508,0.8268285466106973,0.39073173178915394
A3,2,6,0.14989627187335214,0.9074715297014466,0.9034294805468812,0.8706717451523547,0.8637280284715474,0.8144429055093876,0.79868627571331,0.7490189289012004,0.7358343045588382,0.8354012773160974,0.8254195223226442,0.3875597966344733
A3,2,7,0.12546813314737276,0.9121075715604801,0.9111591712730643,0.8761157279162819,0.8694667077824498,0.8251769775315482,0.8169695421805445,0.7500769467528471,0.7397284338327763,0.8408693059402893,0.8343309637672087,0.38644321942538545
A3,2,8,0.10154564184851425,0.9207640812557709,0.9177203268870031,0.8883117882425362,0.879877195199682,0.8358533394890735,0.8232945794313857,0.7652354570637119,0.7447527643916609,0.8525411665127731,0.841411216477433,0.37692189164328993
A3,2,9,0.08886906868496607,0.9028931979070484,0.9009337820596655,0.8662088334872269,0.8573938730186592,0.8212911665127731,0.81184115922916,0.7639850723299477,0.7557033604834191,0.8385945675592491,0.831468043697726,0.4211259086926778
A3,2,10,0.06816403749723766,0.9049130501692828,0.9036082814751563,0.8712296091104956,0.8622911062543416,0.8162319175130809,0.8080031275101043,0.755559402893198,0.7481231677071817,0.8369834949215142,0.830506420736696,0.4277768631776174
A3,2,11,0.054689638359948646,0.9017774699907665,0.9044413058704033,0.8654393659587565,0.8590227419731025,0.8127116035703292,0.8081550717821793,0.755386272699292,0.7486258557735221,0.8338286780547861,0.8300612438498018,0.4383410999649449
A3,2,12,0.06713373833444229,0.899199753770391,0.8980682316975085,0.8669975377039089,0.858309013244948,0.8183287165281624,0.8149068039932846,0.7636195752539244,0.7533484293911488,0.8370363958140966,0.8311581195817225,0.46685647337060227
A3,2,13,0.039690054714852985,0.9037973222530009,0.9041962891581589,0.8741535857186826,0.8695830266075911,0.8141158818097877,0.8120119265885523,0.7656394275161589,0.7630656340778998,0.8394265543244075,0.8372142191080505,0.4616166232970723
A3,2,14,0.04423116039224835,0.9045475530932594,0.9013094156305257,0.8747114496768236,0.8675484963343372,0.8158087103724223,0.8111238362256172,0.7708910433979687,0.7668405582425026,0.8414896891351185,0.8367055766082457,0.46832048370127094
A3,2,15,0.03067672811448574,0.8963719606032626,0.8978488455754196,0.8634387503847337,0.8623304749048212,0.8082102185287781,0.8042914601804568,0.7648891966759004,0.7660466414377742,0.8332275315481688,0.8326293555246179,0.5071578454553035
A3,2,16,0.03207544757724674,0.8938519544475223,0.892363484638296,0.8679593721144968,0.8698183769142243,0.8218297937827024,0.8244000463119219,0.7755655586334256,0.7788163529140386,0.8398016697445367,0.8413495651946201,0.5224384414522272
A3,2,17,0.025533931319017048,0.9029701446598953,0.9050874560521753,0.876981378885811,0.8778035510866591,0.8140004616805171,0.8122280041127571,0.7685441674361342,0.7658350352655683,0.8406240381655894,0.84023851162929,0.5311402729467342
A3,2,18,0.026404606059280245,0.8929478301015698,0.8895867654937111,0.863265620190828,0.8595390084266117,0.804093567251462,0.7942276673799447,0.7555016928285626,0.7502820823753084,0.8289521775931056,0.8234088809188939,0.5388867363595126
A3,2,19,0.02208001641989794,0.8965835641735918,0.8910535477503825,0.864766081871345,0.8583777446181771,0.7992074484456756,0.7910402542899011,0.7473261003385656,0.7449110953287816,0.8269707987072945,0.8213456604968106,0.5261114820053703
A3,2,20,0.03478698146009688,0.8861765158510312,0.8867970779609516,0.8499730686365035,0.846448249811707,0.80757540781779,0.7993315403549962,0.7582140658664204,0.7580104990095118,0.8254847645429363,0.8226468417842916,0.6134153777047208
