metric,pilot,external
unseen_original_auc,0.85031989693423,0.5159825148555427
unseen_original_ap,0.8686829851140283,0.6828336403072512
StrongRobustTestAUC,0.8042492452943489,0.5243235795217388
calibrated_nll,0.5704001632934426,1.5161912126816808
selective_risk,0.1877309682187731,0.6186915887850467
selective_coverage,,0.7369146005509641
