accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,average_precision,false_positive_rate,TN,FP,FN,TP,C,iterations,coefficient_l2_norm,max_absolute_coefficient,convergence_status
0.6578947368421053,0.6578947368421053,0.6343283582089553,0.7456140350877193,0.5701754385964912,0.6854838709677419,0.7127770083102494,0.6960685562830168,0.4298245614035088,130,98,58,170,0.01,10,0.5098229576857325,0.4253649616516906,converged
0.6557017543859649,0.6557017543859649,0.628158844765343,0.7631578947368421,0.5482456140350878,0.689108910891089,0.7337065250846414,0.7211911748910296,0.4517543859649123,125,103,54,174,0.1,18,0.9596155816861772,0.8977671586432012,converged
0.6535087719298246,0.6535087719298245,0.6232394366197183,0.7763157894736842,0.5307017543859649,0.69140625,0.7366882117574639,0.7264774985303656,0.4692982456140351,121,107,51,177,1.0,26,1.1841352827664595,1.0945285253606387,converged
0.6535087719298246,0.6535087719298245,0.6232394366197183,0.7763157894736842,0.5307017543859649,0.69140625,0.7371306555863343,0.7270166892355836,0.4692982456140351,121,107,51,177,10.0,26,1.2233555633387188,1.121508576393543,converged
