regime,label,parameters,original_val_auc,jpeg50_val_auc,resize112_val_auc,blur2_val_auc,RobustValAUC,RobustValAP,screenshotStrong_val_auc,screenshotStrong_val_ap,selected_phase,selected_epoch
F0,RGB A2,1518881,0.9383656509695292,0.9178593413357956,0.8824253616497384,0.720413973530317,0.8647660818713451,0.8631339941280123,0.8507617728531858,0.861681682508214,2,16
F1,Frequency-only,97761,0.7919936903662665,0.7912626962142199,0.7657548476454294,0.6192386118805787,0.7420624615266237,0.747770610986855,0.797649276700523,0.8063017779422916,single,26
F2,RGB+Frequency Fusion,1912067,0.9321522006771313,0.9119152046783625,0.8781355801785165,0.7175861803631887,0.8599472914742997,0.8580666030543422,0.8386234225915667,0.8566727372427335,1,1
