phase,epoch,train_loss,val_loss,val_roc_auc,val_ap,val_accuracy_050,val_balanced_accuracy_050,val_precision_050,val_recall_050,val_specificity_050,val_f1_050,val_fpr_050
1,1,0.5244598180748695,0.4685389127647668,0.8642659279778393,0.865120404853342,0.7785087719298246,0.7785087719298246,0.7378277153558053,0.8640350877192983,0.6929824561403509,0.795959595959596,0.30701754385964913
1,2,0.3489489399416502,0.39695861360483004,0.9027393044013544,0.9017835358073774,0.8201754385964912,0.8201754385964912,0.7991803278688525,0.8552631578947368,0.7850877192982456,0.826271186440678,0.2149122807017544
1,3,0.28263146274311596,0.38118257020649154,0.9105493998153278,0.9110177875981381,0.8267543859649122,0.8267543859649122,0.8091286307053942,0.8552631578947368,0.7982456140350878,0.8315565031982942,0.20175438596491227
1,4,0.23550861987263658,0.40244869077414797,0.9067405355493998,0.9068227714567297,0.831140350877193,0.831140350877193,0.7984189723320159,0.8859649122807017,0.7763157894736842,0.83991683991684,0.2236842105263158
1,5,0.18032626755708872,0.36478661863427414,0.9213219452139119,0.9193131220930733,0.8464912280701754,0.8464912280701755,0.8347457627118644,0.8640350877192983,0.8289473684210527,0.8491379310344828,0.17105263157894737
1,6,0.1261582889182623,0.40166042196123225,0.9152623884272083,0.9143593051754941,0.8245614035087719,0.8245614035087719,0.8663366336633663,0.7675438596491229,0.881578947368421,0.813953488372093,0.11842105263157894
1,7,0.10554545788570892,0.3822271436975713,0.921321945213912,0.9236124092355424,0.8377192982456141,0.8377192982456141,0.826271186440678,0.8552631578947368,0.8201754385964912,0.8405172413793104,0.17982456140350878
1,8,0.06247954832953076,0.39923946585571557,0.9226300400123114,0.9220823134617133,0.8377192982456141,0.8377192982456141,0.8055555555555556,0.8903508771929824,0.7850877192982456,0.8458333333333333,0.2149122807017544
1,9,0.04256025220938893,0.41723257303237915,0.9236303477993228,0.9221068650601506,0.8355263157894737,0.8355263157894737,0.8148148148148148,0.868421052631579,0.8026315789473685,0.8407643312101911,0.19736842105263158
1,10,0.030176798813045025,0.4383036818420678,0.9176862111418898,0.9169599308370926,0.8377192982456141,0.8377192982456141,0.8290598290598291,0.8508771929824561,0.8245614035087719,0.8398268398268398,0.17543859649122806
