regime,phase,epoch,train_loss,original_auc,original_ap,jpeg50_auc,jpeg50_ap,resize112_auc,resize112_ap,blur2_auc,blur2_ap,robust_val_auc,robust_val_ap,original_loss
A1,1,1,0.5540979206562042,0.8494344413665743,0.8441012306906313,0.7806825176977531,0.7697420159388658,0.763811942136042,0.75607042185136,0.6980417051400432,0.6865454801715996,0.7729926515851031,0.7641147871631141,0.49007268746693927
A1,1,2,0.45624213994935503,0.8783471837488458,0.8724466146766288,0.8133271775931056,0.7992477634310889,0.8035934133579563,0.7958813886258489,0.7421321945213912,0.7237204142560839,0.8093499923053248,0.7978240452474126,0.44229661477239507
A1,1,3,0.37976613155631134,0.8950061557402277,0.8894119592296128,0.834314404432133,0.8193299251266082,0.8090951061865189,0.7979437425470757,0.7336103416435826,0.7127504730394874,0.8180065020006155,0.804859024985696,0.48213255562280355
A1,1,4,0.3228386585102525,0.8966989843028624,0.8944657098115217,0.8358918128654971,0.8195456702703989,0.8180209295167744,0.8080706476702754,0.7579447522314559,0.7300676141643522,0.8271391197291474,0.8130374104791371,0.40574033532226295
A1,1,5,0.2568800151348114,0.8922937827023699,0.8867031218575222,0.8182710064635272,0.7986624226711869,0.7929747614650662,0.7852845883714032,0.7330524776854417,0.7145880529725969,0.8091480070791013,0.7963095464681773,0.4273601524662553
A1,1,6,0.22286401619744856,0.8695944906124962,0.8540437688360618,0.7971683594952294,0.7701087681661944,0.7857610033856572,0.769405040782173,0.7413242536164975,0.7121609889546403,0.79846202677747,0.7764296416847674,0.4815919456774728
A1,1,7,0.17724948670974996,0.8863111726685134,0.8772010181687474,0.8138850415512465,0.7922548094222216,0.7886465066174206,0.7790288340832217,0.7328408741151122,0.7114954676362859,0.8054208987380732,0.7899950323276191,0.4848521958317673
A1,1,8,0.14742807593456533,0.8750192366882117,0.864458582819998,0.8069213604185903,0.7887773993187011,0.7977069867651585,0.7916320743226914,0.7475761772853187,0.7292091851586503,0.8068059402893197,0.7935193104050102,0.48437746313580293
A1,1,9,0.11801597094813059,0.8822714681440442,0.8738795335340526,0.808691135734072,0.7945350630110204,0.7919936903662665,0.7917300709139652,0.7279162819329024,0.7227944270559746,0.8027181440443213,0.7957347736287531,0.6311390433917966
A1,1,10,0.10321468409410743,0.8757694675284704,0.8672746043250915,0.8029970760233918,0.792663043249359,0.7872614650661742,0.7856021713457679,0.7385349338257925,0.7366913161937338,0.8011407356109572,0.7955577837784881,0.5270583229629617
