comparison,scope,feature,group_a,n_a,mean_a,median_a,group_b,n_b,mean_b,median_b,cohens_d_a_minus_b,spearman_p_ai_vs_feature,spearman_pvalue
AI_correct_vs_falseREAL,Qwen-Image,edge_density,CORRECT_CONFIDENT_AI,19,0.1187336365467239,0.1115672831632653,FALSE_REAL_AI,53,0.1715079899884481,0.1757015306122449,-1.0882778990441218,-0.5419638222761335,5.768768772387428e-09
AI_correct_vs_falseREAL,Qwen-Image,sharpness,CORRECT_CONFIDENT_AI,19,2183.750832155337,2103.3431967366296,FALSE_REAL_AI,53,3644.755180418795,3138.7979864857684,-0.79265792367291,-0.5066306630663066,7.524992977126554e-08
AI_correct_vs_falseREAL,Qwen-Image,entropy,CORRECT_CONFIDENT_AI,19,7.214008921292267,7.4303150910926625,FALSE_REAL_AI,53,7.473736330133276,7.641827111508231,-0.4893543084546352,-0.159003900390039,0.1140797261118919
AI_correct_vs_falseREAL,Qwen-Image,high_frequency_ratio,CORRECT_CONFIDENT_AI,19,0.129818792841162,0.0971094946290332,FALSE_REAL_AI,53,0.183405765480536,0.176189383316262,-0.6753875912640396,-0.432115211521152,7.145989040885213e-06
AI_correct_vs_falseREAL,Qwen-Image,width,CORRECT_CONFIDENT_AI,19,1024.0,1024.0,FALSE_REAL_AI,53,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image,height,CORRECT_CONFIDENT_AI,19,1024.0,1024.0,FALSE_REAL_AI,53,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image,aspect_ratio,CORRECT_CONFIDENT_AI,19,1.0,1.0,FALSE_REAL_AI,53,1.0,1.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,mean_brightness,CORRECT_CONFIDENT_AI,18,0.5301542566636029,0.5451353680925495,FALSE_REAL_AI,53,0.4332762150968877,0.4103624894489045,0.6789541249593731,0.2682388238823882,0.0069694023336484
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,std_brightness,CORRECT_CONFIDENT_AI,18,0.2164443844177751,0.2189901261653054,FALSE_REAL_AI,53,0.2036042189069347,0.2059374191147804,0.3164754293260096,0.0609780978097809,0.546724413652355
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,mean_saturation,CORRECT_CONFIDENT_AI,18,0.2851927142384731,0.3051239245698279,FALSE_REAL_AI,53,0.3147788950485854,0.2901235494197679,-0.2014397132438792,-0.0958775877587758,0.3426663840783631
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,edge_density,CORRECT_CONFIDENT_AI,18,0.1012403008078231,0.0851702008928571,FALSE_REAL_AI,53,0.1605067144782441,0.1589006696428571,-1.0305389143148451,-0.4794719471947194,4.486785844137153e-07
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,sharpness,CORRECT_CONFIDENT_AI,18,1259.9987126771036,1186.999817151519,FALSE_REAL_AI,53,2173.0706060891102,1689.007070201777,-0.7082482943746905,-0.3316771677167716,0.0007488824780719
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,entropy,CORRECT_CONFIDENT_AI,18,7.471661424885672,7.514033843615373,FALSE_REAL_AI,53,7.3482465089241265,7.538477635766005,0.2576923738816644,-0.0578217821782178,0.5677105010568558
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,high_frequency_ratio,CORRECT_CONFIDENT_AI,18,0.0883587362764675,0.0789612524849157,FALSE_REAL_AI,53,0.1626771727156597,0.1441847840689681,-0.9630111483213558,-0.357023702370237,0.000266054905391
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,width,CORRECT_CONFIDENT_AI,18,1024.0,1024.0,FALSE_REAL_AI,53,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,height,CORRECT_CONFIDENT_AI,18,1024.0,1024.0,FALSE_REAL_AI,53,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2.0-pro,aspect_ratio,CORRECT_CONFIDENT_AI,18,1.0,1.0,FALSE_REAL_AI,53,1.0,1.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2512,mean_brightness,CORRECT_CONFIDENT_AI,18,0.4994157836832649,0.4593294029330482,FALSE_REAL_AI,54,0.4002276504728048,0.3629667195003001,0.7037885885919909,0.2999939993999399,0.0024262447533809
AI_correct_vs_falseREAL,Qwen-Image-2512,std_brightness,CORRECT_CONFIDENT_AI,18,0.2489983478479399,0.2455173366163065,FALSE_REAL_AI,54,0.2385393841081176,0.2371722880494442,0.2310435898992254,0.0896969696969696,0.3748187854185114
AI_correct_vs_falseREAL,Qwen-Image-2512,mean_saturation,CORRECT_CONFIDENT_AI,18,0.3181703280270442,0.3230860703656463,FALSE_REAL_AI,54,0.3885394551339055,0.3734996342286915,-0.4852732438613363,-0.1341734173417341,0.1832246159940403
AI_correct_vs_falseREAL,Qwen-Image-2512,edge_density,CORRECT_CONFIDENT_AI,18,0.1040769823554421,0.0942582110969387,FALSE_REAL_AI,54,0.1783573672524565,0.1737185108418367,-1.289147523059351,-0.5237803780378038,2.2438754734908553e-08
AI_correct_vs_falseREAL,Qwen-Image-2512,sharpness,CORRECT_CONFIDENT_AI,18,2100.311683531455,1297.9637655536617,FALSE_REAL_AI,54,3157.0663652938233,2786.7479710725884,-0.6162502488837797,-0.3938193819381937,5.039932448689093e-05
AI_correct_vs_falseREAL,Qwen-Image-2512,entropy,CORRECT_CONFIDENT_AI,18,6.947300025865818,7.35158647037562,FALSE_REAL_AI,54,7.466645518163856,7.603474149197909,-0.9139862885319704,-0.2078607860786078,0.0379681711481236
AI_correct_vs_falseREAL,Qwen-Image-2512,high_frequency_ratio,CORRECT_CONFIDENT_AI,18,0.1087290768963038,0.0846991510589017,FALSE_REAL_AI,54,0.1688993856635409,0.1498310261286685,-0.7667664704763179,-0.411029102910291,2.1575170481637416e-05
AI_correct_vs_falseREAL,Qwen-Image-2512,width,CORRECT_CONFIDENT_AI,18,1024.0,1024.0,FALSE_REAL_AI,54,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2512,height,CORRECT_CONFIDENT_AI,18,1024.0,1024.0,FALSE_REAL_AI,54,1024.0,1024.0,0.0,,
AI_correct_vs_falseREAL,Qwen-Image-2512,aspect_ratio,CORRECT_CONFIDENT_AI,18,1.0,1.0,FALSE_REAL_AI,54,1.0,1.0,0.0,,
AI_correct_vs_falseREAL,SD15,mean_brightness,CORRECT_CONFIDENT_AI,33,0.4449579086677285,0.4519799895739546,FALSE_REAL_AI,6,0.4162689847553604,0.4165870848339336,0.5847696584951632,0.2170080373347161,0.1049180352638233
AI_correct_vs_falseREAL,SD15,std_brightness,CORRECT_CONFIDENT_AI,33,0.1738595361274142,0.1758324353305386,FALSE_REAL_AI,6,0.2088798839629236,0.195023003603079,-0.6701637699916783,-0.3469665543168266,0.0081884145676075
AI_correct_vs_falseREAL,SD15,mean_saturation,CORRECT_CONFIDENT_AI,33,0.3583836754398729,0.3420957445478191,FALSE_REAL_AI,6,0.3082175318043884,0.3401650894732893,0.3900497084393844,-0.0275473165672802,0.8388157076059344
AI_correct_vs_falseREAL,SD15,edge_density,CORRECT_CONFIDENT_AI,33,0.1278584231988249,0.1069435586734693,FALSE_REAL_AI,6,0.2150430484693878,0.2005141900510204,-1.1283012858319854,-0.4999108749501778,7.516014577891932e-05
AI_correct_vs_falseREAL,SD15,sharpness,CORRECT_CONFIDENT_AI,33,2678.6171709472933,2929.8824291137894,FALSE_REAL_AI,6,3466.13716923229,2986.3570792874607,-0.467980110333221,-0.219276639875551,0.1012469383962229
AI_correct_vs_falseREAL,SD15,entropy,CORRECT_CONFIDENT_AI,33,6.810171489756006,7.0864780232407565,FALSE_REAL_AI,6,7.561831360625392,7.526396002112416,-0.9611275637597368,-0.4487295825771326,0.0004636272651308
AI_correct_vs_falseREAL,SD15,high_frequency_ratio,CORRECT_CONFIDENT_AI,33,0.2344694318286971,0.2165813366478425,FALSE_REAL_AI,6,0.238360469998952,0.2402116144372862,-0.0370744858925379,0.0022037853253824,0.9870193002442644
AI_correct_vs_falseREAL,SD15,width,CORRECT_CONFIDENT_AI,33,512.0,512.0,FALSE_REAL_AI,6,512.0,512.0,0.0,,
AI_correct_vs_falseREAL,SD15,height,CORRECT_CONFIDENT_AI,33,512.0,512.0,FALSE_REAL_AI,6,512.0,512.0,0.0,,
AI_correct_vs_falseREAL,SD15,aspect_ratio,CORRECT_CONFIDENT_AI,33,1.0,1.0,FALSE_REAL_AI,6,1.0,1.0,0.0,,
AI_correct_vs_falseREAL,Seedream-4.0,mean_brightness,CORRECT_CONFIDENT_AI,11,0.462225428140006,0.4580130858593437,FALSE_REAL_AI,67,0.4832510358247777,0.4335919903117496,-0.1126107516013427,0.0201260126012601,0.8424583852137904
AI_correct_vs_falseREAL,Seedream-4.0,std_brightness,CORRECT_CONFIDENT_AI,11,0.256393520501248,0.246876672812082,FALSE_REAL_AI,67,0.2307325492211581,0.241450523382165,0.531783774993944,0.0646144614461446,0.5230253350016482
