fold,generator_id,n,centroid_euc_to_real,centroid_euc_to_ai,k5_same_label_frac,cos_s_gen_w_h2,cos_s_gen_w_h3,angle_s_gen_from_h2_to_h3_drop,H2_CLEAN_recall,H3_CLEAN_recall,H2_CLEAN_mean_logit,H3_CLEAN_mean_logit,H2_CLEAN_mean_margin,H3_CLEAN_mean_margin,H2_CLEAN_median_margin,H3_CLEAN_median_margin,n_H2ok_H3bad_CLEAN,n_H2bad_H3ok_CLEAN,H2_jpeg_q50_recall,H3_jpeg_q50_recall,H2_jpeg_q50_mean_logit,H3_jpeg_q50_mean_logit,H2_jpeg_q50_mean_margin,H3_jpeg_q50_mean_margin,H2_jpeg_q50_median_margin,H3_jpeg_q50_median_margin,H2_resize_112_recall,H3_resize_112_recall,H2_resize_112_mean_logit,H3_resize_112_mean_logit,H2_resize_112_mean_margin,H3_resize_112_mean_margin,H2_resize_112_median_margin,H3_resize_112_median_margin,H2_blur_sigma2_recall,H3_blur_sigma2_recall,H2_blur_sigma2_mean_logit,H3_blur_sigma2_mean_logit,H2_blur_sigma2_mean_margin,H3_blur_sigma2_mean_margin,H2_blur_sigma2_median_margin,H3_blur_sigma2_median_margin,H2_screenshot_strong_recall,H3_screenshot_strong_recall,H2_screenshot_strong_mean_logit,H3_screenshot_strong_mean_logit,H2_screenshot_strong_mean_margin,H3_screenshot_strong_mean_margin,H2_screenshot_strong_median_margin,H3_screenshot_strong_median_margin
1,qwen::FLUX.2_max,100,0.3542689383029938,0.23204542696475983,0.998,0.36114033489294867,0.2158840217317899,0.14525631316115878,0.19,0.24,-1.3008644087034458,-1.1933231479735853,-1.3008644087034458,-1.1933231479735853,-1.331526293252744,-1.297179506479766,4,9,0.0,0.05,-3.8747072663504754,-2.7151937701538635,-3.8747072663504754,-2.7151937701538635,-4.041034055853119,-2.8566733111179206,0.99,0.21,2.0690816572681343,-0.9043160217663876,2.0690816572681343,-0.9043160217663876,2.0951687151470133,-0.9128595208953478,0.94,0.47,1.621539814138831,-0.02037723035258828,1.621539814138831,-0.02037723035258828,1.629676555815306,-0.16436953084765604,0.05,0.24,-1.7792792177569874,-1.0058634136940605,-1.7792792177569874,-1.0058634136940605,-1.831374040365067,-1.030925325503212
4,qwen::Seedream-5.0,100,0.4714849591255188,0.2618181109428406,0.998,0.3200635810214478,0.09579827878194855,0.22426530223949923,0.27,0.03,-0.9770639895275537,-2.781444302486838,-0.9770639895275537,-2.781444302486838,-1.2124883859382396,-2.750542805337321,24,0,0.0,0.01,-3.6361240365136864,-3.760009503965749,-3.6361240365136864,-3.760009503965749,-3.782434560648872,-3.6627280527477524,1.0,0.09,4.61381288211107,-1.6699374680423693,4.61381288211107,-1.6699374680423693,4.682258959112751,-1.69419447175969,0.99,0.08,2.278211927283903,-1.7004210309654133,2.278211927283903,-1.7004210309654133,2.2340094771948102,-1.6436489208436789,0.47,0.06,0.020707880312356576,-1.9965616531632508,0.020707880312356576,-1.9965616531632508,-0.04518170211295024,-2.0191789326566356
