architecture,fold,epoch,train_loss,val_loss,val_roc_auc,val_ap,ai_recall,real_specificity,mllm_specificity,smartphone_specificity,tiny_specificity,coco_specificity,worst_domain_specificity
MLP-A,1,32,0.11206557918736275,4.3449249267578125,0.8350804347850906,0.9169187627793893,0.4610115911485774,0.952329360780065,0.831858407079646,0.984,0.932,1.0,0.831858407079646
MLP-A,1,33,0.10680520914970561,4.15808629989624,0.8295023443734466,0.9141171708602303,0.4910432033719705,0.9414951245937161,0.8495575221238938,0.984,0.888,0.9833333333333333,0.8495575221238938
MLP-A,1,34,0.10454433724442695,4.174034595489502,0.8330226148982735,0.9163680136418841,0.4952581664910432,0.9436619718309859,0.8141592920353983,0.984,0.908,1.0,0.8141592920353983
MLP-A,1,35,0.10211123070342744,4.531912803649902,0.833542349990353,0.9159848626491294,0.45995785036880926,0.9555796316359697,0.8761061946902655,0.984,0.924,1.0,0.8761061946902655
MLP-A,1,36,0.0979909286537069,4.311005592346191,0.8322143283629801,0.9156145930402659,0.48788198103266595,0.9490790899241603,0.8672566371681416,0.984,0.904,1.0,0.8672566371681416
MLP-A,1,37,0.09318706084122048,4.528901100158691,0.8354274956703014,0.9171346832898412,0.47102212855637515,0.9512459371614301,0.8495575221238938,0.986,0.916,1.0,0.8495575221238938
MLP-A,1,38,0.09595959784185633,4.195771217346191,0.8317856396708858,0.9157366881028516,0.5184404636459431,0.9360780065005417,0.831858407079646,0.984,0.876,0.9833333333333333,0.831858407079646
MLP-A,1,39,0.08844907381670906,4.678724765777588,0.8364623992638656,0.9177909174899295,0.4636459430979979,0.9555796316359697,0.8672566371681416,0.986,0.924,1.0,0.8672566371681416
MLP-A,1,40,0.0847864981364221,4.506614685058594,0.8344245582109012,0.9168806638134444,0.48893572181243417,0.9490790899241603,0.8584070796460177,0.984,0.912,0.9833333333333333,0.8584070796460177
MLP-A,1,41,0.08224838191365942,4.704471111297607,0.8356569668476939,0.9175730987717645,0.47365648050579556,0.9534127843986999,0.8672566371681416,0.984,0.92,1.0,0.8672566371681416
MLP-A,1,42,0.0801725155931521,4.379084587097168,0.837183349754032,0.9187677773050492,0.5142255005268704,0.9436619718309859,0.8230088495575221,0.982,0.908,1.0,0.8230088495575221
MLP-A,1,43,0.07840799954422611,4.7851481437683105,0.8332469486612469,0.9168445491953832,0.48788198103266595,0.9469122426868906,0.8495575221238938,0.984,0.904,1.0,0.8495575221238938
MLP-A,1,44,0.07540450413572661,5.183467864990234,0.8349748323775841,0.9173516338242308,0.4594309799789252,0.9566630552546046,0.8761061946902655,0.984,0.928,1.0,0.8761061946902655
MLP-A,1,45,0.07016888276693668,4.943197250366211,0.8336990411301397,0.9172218036194526,0.48366701791359323,0.9501625135427952,0.8495575221238938,0.984,0.916,1.0,0.8495575221238938
MLP-A,1,46,0.06834403280802864,4.966435432434082,0.8350262065217764,0.9174257408387863,0.48524762908324554,0.9544962080173348,0.8849557522123894,0.984,0.916,1.0,0.8849557522123894
MLP-A,1,47,0.0679690166317085,5.046933650970459,0.8341163133457469,0.9170698340981948,0.48524762908324554,0.9501625135427952,0.8849557522123894,0.984,0.9,1.0,0.8849557522123894
MLP-A,1,48,0.06538910898280904,4.8757853507995605,0.8356187216514618,0.9182846540806795,0.4957850368809273,0.9490790899241603,0.8761061946902655,0.984,0.9,1.0,0.8761061946902655
MLP-A,1,49,0.06204910782423425,5.3201751708984375,0.8336117050850129,0.9171523864948313,0.46996838777660693,0.9544962080173348,0.8761061946902655,0.984,0.92,1.0,0.8761061946902655
MLP-A,1,50,0.061901635886665356,5.23799991607666,0.8319140750313668,0.9164524955082283,0.4863013698630137,0.9512459371614301,0.8849557522123894,0.984,0.904,1.0,0.8849557522123894
MLP-A,1,51,0.05710545590424791,5.273894309997559,0.833738998797845,0.9171910843301927,0.48946259220231825,0.9501625135427952,0.8584070796460177,0.984,0.916,0.9833333333333333,0.8584070796460177
MLP-A,1,52,0.05581911191582046,5.597498893737793,0.8328776256468862,0.9168633541401568,0.47049525816649107,0.9566630552546046,0.8761061946902655,0.984,0.928,1.0,0.8761061946902655
MLP-A,1,53,0.054776210981876926,5.373884677886963,0.8318764006589591,0.9164399976834144,0.4952581664910432,0.9501625135427952,0.8761061946902655,0.984,0.904,1.0,0.8761061946902655
MLP-A,1,54,0.0506749935250016,5.671468734741211,0.8347636275625709,0.9178129433721709,0.4726027397260274,0.9544962080173348,0.8672566371681416,0.984,0.924,1.0,0.8672566371681416
MLP-A,2,1,0.7746316337204994,1.505879282951355,0.7735555203499662,0.835253884710025,0.4180424528301887,0.8429035752979415,0.6283185840707964,0.988,0.624,0.95,0.624
MLP-A,2,2,0.4477468659269049,1.488713264465332,0.8214094983544226,0.8826636707823627,0.5577830188679245,0.8580715059588299,0.6106194690265486,0.982,0.696,0.9666666666666667,0.6106194690265486
MLP-A,2,3,0.3492891599840306,1.7354522943496704,0.8368846971524356,0.8974476870149488,0.5229952830188679,0.9014084507042254,0.7610619469026548,0.978,0.796,0.9666666666666667,0.7610619469026548
MLP-A,2,4,0.30159487036314414,2.030407428741455,0.8432153151127375,0.9042569649167567,0.47995283018867924,0.9295774647887324,0.8053097345132744,0.982,0.864,1.0,0.8053097345132744
MLP-A,2,5,0.2720969945509383,1.9827449321746826,0.846836735215356,0.9074320863687559,0.5294811320754716,0.9165763813651138,0.7787610619469026,0.978,0.844,0.9666666666666667,0.7787610619469026
MLP-A,2,6,0.24984701532632747,2.158679246902466,0.8442604100656186,0.906754209604884,0.5153301886792453,0.9176598049837487,0.7876106194690266,0.978,0.84,0.9833333333333333,0.7876106194690266
MLP-A,2,7,0.23024884333952944,2.0607922077178955,0.8450857540015126,0.9090925379039454,0.5489386792452831,0.9079089924160346,0.7876106194690266,0.972,0.816,0.9833333333333333,0.7876106194690266
MLP-A,2,8,0.217752661476744,2.4742279052734375,0.8465211625339847,0.9100842713357679,0.4858490566037736,0.9328277356446371,0.8407079646017699,0.978,0.872,0.9833333333333333,0.8407079646017699
MLP-A,2,9,0.2049458809989564,2.461564302444458,0.8477668441709765,0.9116786360719757,0.5176886792452831,0.9328277356446371,0.8407079646017699,0.978,0.872,0.9833333333333333,0.8407079646017699
MLP-A,2,10,0.19414476122944913,2.5262291431427,0.8459826447801467,0.910270962552143,0.5106132075471698,0.9317443120260022,0.8584070796460177,0.976,0.864,0.9833333333333333,0.8584070796460177
MLP-A,2,11,0.1842588908336264,2.596137046813965,0.8467600778838489,0.9118199468683593,0.5117924528301887,0.9328277356446371,0.8407079646017699,0.976,0.876,0.9833333333333333,0.8407079646017699
MLP-A,2,12,0.17399784882969044,2.8147599697113037,0.8443875334737014,0.91037745421241,0.4994103773584906,0.9382448537378115,0.8584070796460177,0.982,0.876,0.9833333333333333,0.8584070796460177
MLP-A,2,13,0.1691372552292144,2.7529590129852295,0.8431680430916413,0.9100088356211344,0.5170990566037735,0.9306608884073673,0.8495575221238938,0.976,0.864,0.9833333333333333,0.8495575221238938
MLP-A,2,14,0.16806188257450752,2.8060123920440674,0.8461340430098734,0.9130000317189224,0.5229952830188679,0.9328277356446371,0.8407079646017699,0.978,0.872,0.9833333333333333,0.8407079646017699
MLP-A,2,15,0.15727791634011776,3.2204954624176025,0.8462375304074082,0.9125933167932758,0.47464622641509435,0.952329360780065,0.8672566371681416,0.984,0.92,0.9833333333333333,0.8672566371681416
MLP-A,2,16,0.1537211013046351,2.972665309906006,0.8432197867904088,0.9098351474893005,0.5082547169811321,0.9317443120260022,0.8672566371681416,0.976,0.86,0.9833333333333333,0.86
MLP-A,2,17,0.14655657247342962,2.944751262664795,0.8438732905415074,0.9110955996912662,0.5182783018867925,0.9295774647887324,0.8584070796460177,0.976,0.856,0.9833333333333333,0.856
MLP-A,2,18,0.143214391584092,3.3070950508117676,0.8464480186635049,0.9128562511003178,0.4829009433962264,0.9479956663055255,0.8584070796460177,0.984,0.908,0.9833333333333333,0.8584070796460177
MLP-A,2,19,0.13648079490249462,3.174312114715576,0.8465237177783684,0.9130851592181645,0.5047169811320755,0.9382448537378115,0.8584070796460177,0.978,0.884,0.9833333333333333,0.8584070796460177
MLP-A,2,20,0.13520647490278204,3.355849027633667,0.8473822798912489,0.9133792643994108,0.49115566037735847,0.9469122426868906,0.8584070796460177,0.984,0.904,0.9833333333333333,0.8584070796460177
MLP-A,2,21,0.12992745725081323,3.4497859477996826,0.8468303471043971,0.913286196498653,0.48702830188679247,0.9501625135427952,0.8584070796460177,0.986,0.912,0.9833333333333333,0.8584070796460177
MLP-A,3,1,0.779205881887012,1.0375280380249023,0.781082675034622,0.7943287913914825,0.5704948646125116,0.8039003250270856,0.30973451327433627,0.98,0.632,0.9833333333333333,0.30973451327433627
MLP-A,3,2,0.48264130468320365,0.9934795498847961,0.8249072109884039,0.8562383229422774,0.6573295985060691,0.8017334777898159,0.37168141592920356,0.97,0.616,0.9833333333333333,0.37168141592920356
MLP-A,3,3,0.3870626010678031,1.1074057817459106,0.8422581744868407,0.8756355978921887,0.6386554621848739,0.8656554712892741,0.5398230088495575,0.978,0.76,0.9833333333333333,0.5398230088495575
MLP-A,3,4,0.34229205624021664,1.2502572536468506,0.8447628961299218,0.8801935952846462,0.6255835667600373,0.8851570964247021,0.584070796460177,0.982,0.804,0.9833333333333333,0.584070796460177
MLP-A,3,5,0.31276281509134507,1.3240011930465698,0.8464158505583526,0.884174472284694,0.6339869281045751,0.8905742145178764,0.5309734513274337,0.982,0.848,0.9833333333333333,0.5309734513274337
MLP-A,3,6,0.29140784899995786,1.3996179103851318,0.8457269509465036,0.8863674739916101,0.6414565826330533,0.8851570964247021,0.5752212389380531,0.98,0.812,0.9833333333333333,0.5752212389380531
MLP-A,3,7,0.2773138445736182,1.5840380191802979,0.8444907757252413,0.8854076475538347,0.6134453781512605,0.9111592632719393,0.672566371681416,0.986,0.848,1.0,0.672566371681416
MLP-A,3,8,0.26369931210171094,1.6330870389938354,0.8468012701649817,0.8876368700834348,0.6106442577030813,0.9176598049837487,0.6283185840707964,0.986,0.892,1.0,0.6283185840707964
MLP-A,3,9,0.2520238422986233,1.6536279916763306,0.8477086753805891,0.8892100037367998,0.6237161531279178,0.9133261105092091,0.6548672566371682,0.986,0.864,1.0,0.6548672566371682
MLP-A,3,10,0.24030621364863233,1.697275996208191,0.8472271537723072,0.8895574382245794,0.6237161531279178,0.9089924160346695,0.6194690265486725,0.982,0.872,1.0,0.6194690265486725
MLP-A,3,11,0.2337975319136273,1.690361499786377,0.851939186653354,0.8935336173821424,0.6377217553688141,0.9122426868905742,0.6371681415929203,0.982,0.876,1.0,0.6371681415929203
MLP-A,3,12,0.2217972476524536,1.9239763021469116,0.8494638014107773,0.8912717340201143,0.6013071895424836,0.9328277356446371,0.7168141592920354,0.986,0.908,1.0,0.7168141592920354
MLP-A,3,13,0.21918004841515512,1.8777090311050415,0.8457623569471125,0.889643104447131,0.6274509803921569,0.9187432286023836,0.7256637168141593,0.98,0.864,1.0,0.7256637168141593
MLP-A,3,14,0.21332629040034132,1.8725954294204712,0.8501597822227482,0.892169582762236,0.6265172735760971,0.914409534127844,0.6460176991150443,0.978,0.888,1.0,0.6460176991150443
MLP-A,3,15,0.20498995806532677,2.0189731121063232,0.8442702469214484,0.8886323523335145,0.6199813258636788,0.9176598049837487,0.6637168141592921,0.98,0.888,1.0,0.6637168141592921
MLP-A,3,16,0.20195780905208202,2.0049314498901367,0.8482276261895152,0.8918230046329485,0.6246498599439776,0.9187432286023836,0.6991150442477876,0.978,0.88,1.0,0.6991150442477876
MLP-A,3,17,0.19392445924306156,2.1687676906585693,0.8460779761525412,0.8898310870050228,0.6106442577030813,0.9328277356446371,0.7610619469026548,0.984,0.892,1.0,0.7610619469026548
MLP-A,3,18,0.19044829822248882,2.1593759059906006,0.8471335807706976,0.8908633853475934,0.6171802054154996,0.9241603466955579,0.7168141592920354,0.976,0.896,1.0,0.7168141592920354
MLP-A,3,19,0.18143063076216764,2.0565433502197266,0.84603953535188,0.8908273093047616,0.6358543417366946,0.9079089924160346,0.7079646017699115,0.976,0.844,0.9833333333333333,0.7079646017699115
MLP-A,3,20,0.17988345267796757,2.286653757095337,0.8450066917341152,0.8900099087078344,0.61531279178338,0.9306608884073673,0.7787610619469026,0.982,0.88,1.0,0.7787610619469026
MLP-A,3,21,0.1705375892495868,2.2311618328094482,0.8443774765232928,0.8895481119092052,0.6255835667600373,0.914409534127844,0.7433628318584071,0.976,0.848,1.0,0.7433628318584071
MLP-A,3,22,0.16847868173411398,2.416027545928955,0.8479200997842258,0.8912928872908376,0.6003734827264239,0.9382448537378115,0.7522123893805309,0.98,0.924,1.0,0.7522123893805309
MLP-A,3,23,0.16422783357627463,2.3734359741210938,0.8464290013585789,0.8904382556928954,0.6143790849673203,0.9295774647887324,0.7433628318584071,0.98,0.896,1.0,0.7433628318584071
MLP-A,4,1,0.7292361781001091,0.9749360084533691,0.7351746021243925,0.7211303403603433,0.4681933842239186,0.80931744312026,0.37168141592920356,0.988,0.608,0.9833333333333333,0.37168141592920356
MLP-A,4,2,0.4606564248410555,1.0460937023162842,0.7813675948822707,0.7699353917556796,0.48854961832061067,0.8548212351029253,0.45132743362831856,0.978,0.76,0.9833333333333333,0.45132743362831856
MLP-A,4,3,0.3714187160993998,1.1664648056030273,0.7906911029693525,0.7863810749168261,0.4847328244274809,0.8938244853737811,0.6194690265486725,0.986,0.812,0.9833333333333333,0.6194690265486725
MLP-A,4,4,0.3258741337519426,1.2612874507904053,0.7848770052296555,0.786190758526406,0.49872773536895676,0.8851570964247021,0.6283185840707964,0.978,0.792,0.9833333333333333,0.6283185840707964
MLP-A,4,5,0.3005848549879514,1.336474895477295,0.7861644322777535,0.7894185695882885,0.49745547073791346,0.8797399783315276,0.5486725663716814,0.97,0.824,0.9833333333333333,0.5486725663716814
MLP-A,4,6,0.2753049239444618,1.4495593309402466,0.7849100868668657,0.7915254791146878,0.4860050890585242,0.8938244853737811,0.6106194690265486,0.982,0.824,0.9833333333333333,0.6106194690265486
MLP-A,4,7,0.2584284133492754,1.526915192604065,0.7870893397180894,0.7945042316764745,0.48091603053435117,0.8992416034669556,0.6017699115044248,0.98,0.848,1.0,0.6017699115044248
MLP-A,4,8,0.24280498577998236,1.7703120708465576,0.7865145462715617,0.7954188263688731,0.4440203562340967,0.9274106175514626,0.6902654867256637,0.994,0.884,1.0,0.6902654867256637
MLP-A,4,9,0.23479807032988623,1.8180058002471924,0.7734211099440644,0.7861938715602008,0.4681933842239186,0.9122426868905742,0.6637168141592921,0.988,0.852,1.0,0.6637168141592921
MLP-A,4,10,0.22106449914952883,1.8383052349090576,0.7800829246372737,0.7931490834771037,0.4669211195928753,0.9187432286023836,0.7168141592920354,0.988,0.852,1.0,0.7168141592920354
MLP-A,4,11,0.2155324724287941,2.0326921939849854,0.780291063271388,0.7892007760340014,0.4402035623409669,0.9317443120260022,0.6902654867256637,0.992,0.904,1.0,0.6902654867256637
MLP-A,4,12,0.20694274326356557,2.0326039791107178,0.779051880277555,0.7911592887755187,0.45165394402035625,0.9252437703141928,0.6991150442477876,0.988,0.884,1.0,0.6991150442477876
MLP-A,4,13,0.20168648559886676,1.9936249256134033,0.7735685989099601,0.7868699134848212,0.4796437659033079,0.9068255687973997,0.6283185840707964,0.988,0.852,0.9833333333333333,0.6283185840707964
MLP-A,4,14,0.19696549519609946,2.120792865753174,0.7767981937426083,0.7893540426605601,0.45674300254452926,0.9230769230769231,0.6991150442477876,0.988,0.876,1.0,0.6991150442477876
MLP-A,4,15,0.18730802912838185,2.149592638015747,0.7743143141487405,0.7896565547555658,0.4681933842239186,0.9187432286023836,0.6991150442477876,0.982,0.872,1.0,0.6991150442477876
MLP-B,1,1,0.7104611279482537,1.497380018234253,0.8205963510657852,0.8950645588652315,0.60695468914647,0.8374864572047671,0.40707964601769914,0.966,0.74,0.9833333333333333,0.40707964601769914
MLP-B,1,2,0.35065982031061294,2.3427882194519043,0.8181646415740124,0.900020200094165,0.482086406743941,0.914409534127844,0.6814159292035398,0.992,0.844,1.0,0.6814159292035398
MLP-B,1,3,0.2797986013775176,2.249601125717163,0.8295639933464775,0.9110572283045038,0.5663856691253951,0.894907908992416,0.6283185840707964,0.984,0.812,1.0,0.6283185840707964
MLP-B,1,4,0.23645553603134256,3.081908941268921,0.8294435495195376,0.9119749763079702,0.4857744994731296,0.9371614301191766,0.7433628318584071,0.992,0.9,1.0,0.7433628318584071
MLP-B,1,5,0.21031420717531063,3.4741365909576416,0.8269387745782467,0.9108931335385022,0.4589041095890411,0.9447453954496208,0.7522123893805309,0.996,0.916,1.0,0.7522123893805309
MLP-B,1,6,0.18920381715957155,3.776088237762451,0.8232843604546954,0.9084345184939392,0.464172813487882,0.9404117009750813,0.7964601769911505,0.996,0.88,1.0,0.7964601769911505
MLP-B,1,7,0.16810618594605872,4.111211776733398,0.8277870187812455,0.9128233189095717,0.440463645943098,0.9566630552546046,0.8141592920353983,0.998,0.928,1.0,0.8141592920353983
MLP-B,1,8,0.1463060578370982,3.9602267742156982,0.8317040118640024,0.9148948103809958,0.49262381454162274,0.9436619718309859,0.831858407079646,0.992,0.884,1.0,0.831858407079646
MLP-B,1,9,0.12374965069775885,4.750590801239014,0.8345569893381525,0.9163590998877253,0.42992623814541625,0.9631635969664138,0.8672566371681416,0.996,0.932,1.0,0.8672566371681416
MLP-B,1,10,0.10854880682172928,4.7612810134887695,0.833321726582238,0.9164855361585702,0.46153846153846156,0.9544962080173348,0.8407079646017699,0.994,0.916,1.0,0.8407079646017699
MLP-B,1,11,0.10121254276167205,4.5571794509887695,0.8226964119156048,0.910752749981069,0.5252897787144363,0.9198266522210184,0.7964601769911505,0.992,0.816,0.9833333333333333,0.7964601769911505
MLP-B,1,12,0.0920396256954112,4.623127460479736,0.8387571110377919,0.9202080569698956,0.5142255005268704,0.9404117009750813,0.7964601769911505,0.992,0.892,0.9833333333333333,0.7964601769911505
MLP-B,1,13,0.07938298878279772,6.721885681152344,0.8380207483043678,0.9186431858211138,0.3904109589041096,0.9794149512459371,0.911504424778761,0.996,0.972,1.0,0.911504424778761
MLP-B,1,14,0.06482763407117825,5.291624069213867,0.8383232849312785,0.9203315663701958,0.5110642781875658,0.9479956663055255,0.831858407079646,0.992,0.904,0.9833333333333333,0.831858407079646
MLP-B,1,15,0.057597236945591074,7.1999831199646,0.8285753264826863,0.9141717133808474,0.422550052687039,0.9761646803900325,0.911504424778761,0.996,0.96,1.0,0.911504424778761
MLP-B,1,16,0.056427359566132124,6.582137107849121,0.8421780582171801,0.9211592798362975,0.45100105374077976,0.9642470205850487,0.8672566371681416,0.992,0.944,1.0,0.8672566371681416
MLP-B,1,17,0.042762791455545006,6.919235706329346,0.8343075393269074,0.9169908101317814,0.4589041095890411,0.9588299024918743,0.8672566371681416,0.992,0.928,0.9833333333333333,0.8672566371681416
MLP-B,1,18,0.03722273370627552,7.249727249145508,0.8280621558645869,0.9139463973560404,0.4778714436248683,0.9501625135427952,0.8672566371681416,0.994,0.896,0.9666666666666667,0.8672566371681416
MLP-B,1,19,0.03722104533486306,7.80413293838501,0.8327326363954987,0.9157575332125085,0.4541622760800843,0.9577464788732394,0.8584070796460177,0.996,0.924,0.9666666666666667,0.8584070796460177
MLP-B,1,20,0.030760326630812376,8.731605529785156,0.8304088126065299,0.9149537566291259,0.41412012644889357,0.9761646803900325,0.9026548672566371,0.998,0.96,1.0,0.9026548672566371
MLP-B,1,21,0.027912180853432954,6.913087844848633,0.8460762141137333,0.9240304111146305,0.5089567966280295,0.9544962080173348,0.8495575221238938,0.992,0.92,0.9833333333333333,0.8495575221238938
MLP-B,1,22,0.023468902251594006,7.976845741271973,0.8380321647808551,0.919704742563344,0.47892518440463644,0.9631635969664138,0.8849557522123894,0.992,0.936,0.9833333333333333,0.8849557522123894
MLP-B,1,23,0.024203902729687855,8.194977760314941,0.8417453737583155,0.922017008687056,0.4815595363540569,0.962080173347779,0.8672566371681416,0.994,0.932,1.0,0.8672566371681416
MLP-B,1,24,0.0200168152830187,9.55296516418457,0.8360131609140945,0.9184340857169422,0.43730242360379346,0.9729144095341279,0.8938053097345132,0.996,0.956,1.0,0.8938053097345132
MLP-B,1,25,0.020810400960630082,9.9136323928833,0.840851463649368,0.9209377693583982,0.4204425711275026,0.9707475622968581,0.9026548672566371,0.994,0.948,1.0,0.9026548672566371
MLP-B,1,26,0.021733102734210565,8.604434967041016,0.8375732224260698,0.9190770685785433,0.48472075869336145,0.9534127843986999,0.8230088495575221,0.992,0.928,0.9833333333333333,0.8230088495575221
MLP-B,1,27,0.015589346813516038,9.790511131286621,0.8302506944071824,0.9156596425935992,0.46206533192834565,0.962080173347779,0.9026548672566371,0.994,0.924,0.9666666666666667,0.9026548672566371
MLP-B,1,28,0.012231279669844724,11.5626802444458,0.8344542410497677,0.9177271902637721,0.40305584826132773,0.9761646803900325,0.9203539823008849,0.994,0.96,1.0,0.9203539823008849
MLP-B,1,29,0.016125928302496137,9.27112865447998,0.8382841834993099,0.9197171964529025,0.4868282402528978,0.9566630552546046,0.8672566371681416,0.994,0.92,0.9666666666666667,0.8672566371681416
MLP-B,1,30,0.023636509811733552,9.715481758117676,0.8404216333096252,0.9196516994665512,0.4499473129610116,0.9599133261105092,0.8672566371681416,0.99,0.94,0.9666666666666667,0.8672566371681416
MLP-B,1,31,0.015560510195853644,11.186433792114258,0.8360622517629894,0.9174383862472274,0.42781875658587987,0.9664138678223185,0.8761061946902655,0.992,0.956,0.9666666666666667,0.8761061946902655
MLP-B,1,32,0.010685696704077851,11.944948196411133,0.8295360229790838,0.9147002308901373,0.4220231822971549,0.9674972914409534,0.8849557522123894,0.994,0.944,1.0,0.8849557522123894
MLP-B,1,33,0.009118587225415507,11.989880561828613,0.8308928712095872,0.9154540907242952,0.4293993677555321,0.9685807150595883,0.9026548672566371,0.994,0.944,0.9833333333333333,0.9026548672566371
