architecture,fold,epoch,train_loss,val_loss,val_roc_auc,val_ap,ai_recall,real_specificity,mllm_specificity,smartphone_specificity,tiny_specificity,coco_specificity,worst_domain_specificity
MLP-B,2,1,0.6683619402824564,1.7083549499511719,0.8390221590792943,0.8979944108692322,0.5489386792452831,0.8851570964247021,0.6814159292035398,0.98,0.768,0.9666666666666667,0.6814159292035398
MLP-B,2,2,0.3081476620220123,2.493391513824463,0.8466795876857662,0.9077897965935899,0.4805424528301887,0.933911159263272,0.7787610619469026,0.99,0.88,0.9833333333333333,0.7787610619469026
MLP-B,2,3,0.2464266485990362,2.1887030601501465,0.8512253674441423,0.9128156077565979,0.5648584905660378,0.9068255687973997,0.8053097345132744,0.968,0.812,0.9833333333333333,0.8053097345132744
MLP-B,2,4,0.20869690504796962,2.8428843021392822,0.8519727764263375,0.9156643956611151,0.5035377358490566,0.942578548212351,0.8672566371681416,0.982,0.888,0.9833333333333333,0.8672566371681416
MLP-B,2,5,0.17325145283595045,3.213693141937256,0.8471337823749463,0.9150785432640487,0.5218160377358491,0.9404117009750813,0.7433628318584071,0.988,0.924,0.9833333333333333,0.7433628318584071
MLP-B,2,6,0.15915205733890228,3.2980966567993164,0.8467588002616571,0.9133891005742548,0.5047169811320755,0.9349945828819068,0.8584070796460177,0.986,0.856,0.9833333333333333,0.856
MLP-B,2,7,0.13513862573482255,3.3148744106292725,0.8493795227825589,0.9154462988702249,0.5294811320754716,0.9306608884073673,0.8672566371681416,0.98,0.852,0.9666666666666667,0.852
MLP-B,2,8,0.11486686365877061,3.6009256839752197,0.8512809440094851,0.9165031615619285,0.5165094339622641,0.9404117009750813,0.8672566371681416,0.98,0.884,0.9833333333333333,0.8672566371681416
MLP-B,2,9,0.10034114899153405,4.592587947845459,0.853274034628672,0.9181947123274612,0.451061320754717,0.9685807150595883,0.9026548672566371,0.992,0.948,0.9833333333333333,0.9026548672566371
MLP-B,2,10,0.09049711388317828,4.9649128913879395,0.8459698685582289,0.9119686533491489,0.4357311320754717,0.9599133261105092,0.9203539823008849,0.994,0.904,0.9833333333333333,0.904
MLP-B,2,11,0.08055044263799457,4.585935115814209,0.8481546025061837,0.9146115173541896,0.4893867924528302,0.9544962080173348,0.9203539823008849,0.99,0.892,0.9833333333333333,0.892
MLP-B,2,12,0.06567594101850657,5.74219274520874,0.8492693278685174,0.9153046607219165,0.4321933962264151,0.9696641386782232,0.911504424778761,0.994,0.944,0.9833333333333333,0.911504424778761
MLP-B,2,13,0.055307775592193645,5.748647689819336,0.8515422177477054,0.9166753029636554,0.4581367924528302,0.9685807150595883,0.911504424778761,0.992,0.944,0.9833333333333333,0.911504424778761
MLP-B,2,14,0.045796471365549145,5.811527729034424,0.8532382612073018,0.9181593696609941,0.4722877358490566,0.9599133261105092,0.9292035398230089,0.988,0.912,0.9833333333333333,0.912
MLP-B,2,15,0.04376228358794717,5.881201267242432,0.8477796203928943,0.9150108105546629,0.49528301886792453,0.9534127843986999,0.9203539823008849,0.984,0.9,0.9833333333333333,0.9
MLP-B,2,16,0.034650180528455594,7.240585803985596,0.8486522363498845,0.9142678315615065,0.4186320754716981,0.971830985915493,0.9203539823008849,0.992,0.952,0.9833333333333333,0.9203539823008849
MLP-B,2,17,0.03440335297095094,6.991060733795166,0.8443083208978108,0.91234197643412,0.4634433962264151,0.9642470205850487,0.9203539823008849,0.99,0.928,0.9833333333333333,0.9203539823008849
MLP-B,2,18,0.028076437230103037,7.142095565795898,0.8493811198102986,0.9154134434868936,0.4669811320754717,0.9609967497291441,0.8938053097345132,0.992,0.924,0.9833333333333333,0.8938053097345132
MLP-B,2,19,0.02517348661104792,7.546761512756348,0.8463550716490524,0.913878283111341,0.4581367924528302,0.9653304442036836,0.9203539823008849,0.992,0.928,0.9833333333333333,0.9203539823008849
MLP-B,2,20,0.021335431414240217,7.950748920440674,0.8505204393998241,0.9161130364988785,0.44457547169811323,0.9696641386782232,0.911504424778761,0.992,0.948,0.9833333333333333,0.911504424778761
MLP-B,2,21,0.015883859663711305,8.051050186157227,0.8492616621353666,0.9149913792436543,0.46403301886792453,0.9642470205850487,0.8938053097345132,0.99,0.94,0.9833333333333333,0.8938053097345132
MLP-B,3,1,0.6562642771186251,1.170499324798584,0.836585121589264,0.8664011870688704,0.6209150326797386,0.8656554712892741,0.48672566371681414,0.984,0.772,0.9833333333333333,0.48672566371681414
MLP-B,3,2,0.35256116423341965,1.6136252880096436,0.8444776249250151,0.8833323437326525,0.5919701213818861,0.9176598049837487,0.6637168141592921,0.992,0.868,0.9833333333333333,0.6637168141592921
MLP-B,3,3,0.2836050008884584,1.565837025642395,0.8460789877525585,0.8897625776592625,0.6573295985060691,0.8819068255687974,0.6106194690265486,0.982,0.78,0.9833333333333333,0.6106194690265486
MLP-B,3,4,0.25347910076379776,1.80057692527771,0.8392658616353728,0.8862145881452809,0.6451914098972923,0.8808234019501625,0.6106194690265486,0.98,0.78,0.9833333333333333,0.6106194690265486
MLP-B,3,5,0.2268227678206232,2.122612714767456,0.8413052472704503,0.8871353004658704,0.6237161531279178,0.9274106175514626,0.7433628318584071,0.994,0.86,1.0,0.7433628318584071
MLP-B,3,6,0.2036266950043765,2.1431140899658203,0.8442398989209262,0.8894742975054748,0.6358543417366946,0.9198266522210184,0.7610619469026548,0.996,0.828,0.9666666666666667,0.7610619469026548
MLP-B,3,7,0.18195694790344047,2.580472707748413,0.8424261000897288,0.8880262289908347,0.6041083099906629,0.9436619718309859,0.7522123893805309,0.998,0.908,1.0,0.7522123893805309
MLP-B,3,8,0.1680021176133493,2.794478416442871,0.839228432434729,0.8864935542822676,0.5863678804855276,0.9490790899241603,0.7699115044247787,1.0,0.916,1.0,0.7699115044247787
MLP-B,3,9,0.14130351841073446,2.622467279434204,0.8467972237649122,0.8927855973340042,0.6255835667600373,0.9317443120260022,0.7876106194690266,0.992,0.868,0.9666666666666667,0.7876106194690266
MLP-B,3,10,0.1266750798306682,2.8534538745880127,0.8471796085714892,0.8925630734610295,0.6171802054154996,0.9382448537378115,0.7964601769911505,0.992,0.888,0.9666666666666667,0.7964601769911505
MLP-B,3,11,0.10753996205525566,3.128413677215576,0.8434852453079462,0.8896859302434623,0.611577964519141,0.933911159263272,0.7876106194690266,0.992,0.872,0.9833333333333333,0.7876106194690266
MLP-B,3,12,0.09589666952237938,3.633985757827759,0.8374267728037404,0.8856787214127746,0.580765639589169,0.9577464788732394,0.7964601769911505,0.998,0.94,1.0,0.7964601769911505
MLP-B,3,13,0.08450003369062235,4.02519416809082,0.836430346786602,0.8847004625656443,0.5770308123249299,0.9642470205850487,0.8230088495575221,0.998,0.952,1.0,0.8230088495575221
MLP-B,3,14,0.06972389621660113,4.2756171226501465,0.8345730491546564,0.8834923448536476,0.5742296918767507,0.962080173347779,0.8141592920353983,0.998,0.948,1.0,0.8141592920353983
MLP-B,3,15,0.06333551546464665,4.39096212387085,0.8340055415448953,0.8837391579566891,0.5863678804855276,0.962080173347779,0.8495575221238938,0.998,0.932,1.0,0.8495575221238938
MLP-B,3,16,0.05637155370692713,4.338131427764893,0.8469540217676091,0.8918980126286775,0.6003734827264239,0.952329360780065,0.7876106194690266,0.992,0.94,0.9833333333333333,0.7876106194690266
MLP-B,3,17,0.04958225875114552,4.5314040184021,0.8463197485566996,0.8915115627215557,0.5854341736694678,0.962080173347779,0.8141592920353983,0.992,0.96,1.0,0.8141592920353983
MLP-B,3,18,0.04370948640309801,5.058345794677734,0.8408899854633077,0.8878022091938887,0.5760971055088702,0.9642470205850487,0.8495575221238938,0.994,0.948,1.0,0.8495575221238938
MLP-B,3,19,0.03949321847587749,5.038661956787109,0.8425383876916601,0.8877939809122545,0.5845004668534081,0.9555796316359697,0.7964601769911505,0.996,0.936,1.0,0.7964601769911505
MLP-B,3,20,0.036333461136867605,5.1254119873046875,0.8453243341395785,0.8914410492091132,0.5901027077497666,0.9664138678223185,0.8495575221238938,0.996,0.952,1.0,0.8495575221238938
MLP-B,3,21,0.03143825304384033,5.683025360107422,0.8428975056978371,0.88926725147219,0.5686274509803921,0.9674972914409534,0.8407079646017699,0.998,0.956,1.0,0.8407079646017699
MLP-B,3,22,0.029951985118760155,5.6766204833984375,0.84030174005319,0.8874595299950742,0.5882352941176471,0.9588299024918743,0.8141592920353983,0.996,0.94,1.0,0.8141592920353983
MLP-B,4,1,0.5953162602650431,1.0118650197982788,0.8029147679185309,0.8016426899644047,0.5763358778625954,0.8277356446370531,0.49557522123893805,0.96,0.684,0.95,0.49557522123893805
MLP-B,4,2,0.32562150362019354,1.6777645349502563,0.7883119818933172,0.7917650549314199,0.43638676844783714,0.9241603466955579,0.6460176991150443,0.986,0.908,1.0,0.6460176991150443
MLP-B,4,3,0.26899447929687226,2.049194574356079,0.7750090285301553,0.7831275041367806,0.41857506361323155,0.9349945828819068,0.672566371681416,0.994,0.92,1.0,0.672566371681416
MLP-B,4,4,0.23054218406860644,2.150160074234009,0.7804482010481366,0.7901757756426386,0.41857506361323155,0.9404117009750813,0.672566371681416,0.996,0.936,1.0,0.672566371681416
MLP-B,4,5,0.19166873796628073,2.299764394760132,0.7729028309611043,0.7870316004618342,0.43256997455470736,0.9371614301191766,0.7168141592920354,0.998,0.9,1.0,0.7168141592920354
MLP-B,4,6,0.17101332910645467,2.546881675720215,0.7639680321112425,0.7811488392013851,0.43638676844783714,0.9382448537378115,0.8053097345132744,0.998,0.864,1.0,0.8053097345132744
MLP-B,4,7,0.16350130084902048,2.2371227741241455,0.761497936532879,0.783168446838191,0.5178117048346056,0.8808234019501625,0.6637168141592921,0.986,0.752,0.95,0.6637168141592921
MLP-B,4,8,0.13801237757658014,3.1583962440490723,0.746007459909191,0.7615048190045628,0.40458015267175573,0.9317443120260022,0.7522123893805309,0.996,0.868,1.0,0.7522123893805309
MLP-B,4,9,0.11820227846216697,3.5323421955108643,0.7522764301605286,0.7677073255461793,0.39185750636132316,0.9555796316359697,0.8407079646017699,0.998,0.912,1.0,0.8407079646017699
MLP-B,4,10,0.10254175113872267,3.498147487640381,0.7656083299562495,0.778369921749908,0.3842239185750636,0.9534127843986999,0.7610619469026548,0.994,0.952,0.9833333333333333,0.7610619469026548
MLP-B,4,11,0.09594737732997881,3.445192813873291,0.7661197169314575,0.7835232521815937,0.43384223918575066,0.9447453954496208,0.8053097345132744,0.994,0.9,0.9833333333333333,0.8053097345132744
MLP-B,4,12,0.08279806526843458,3.9609549045562744,0.7667661872586075,0.7810356521092792,0.40966921119592875,0.9447453954496208,0.8053097345132744,0.994,0.9,0.9833333333333333,0.8053097345132744
MLP-B,4,13,0.06880846093050562,4.697321891784668,0.7593421165080128,0.77181251042477,0.33969465648854963,0.971830985915493,0.8672566371681416,0.998,0.96,1.0,0.8672566371681416
