source,regime,split,condition,v1_roc_auc,v1_ai_recall,v1_specificity,v1_delta_auc,v2_h2_macro_auc,v2_h2_macro_ai_recall,v2_h2_macro_real_specificity,comparability
results/rq3_test_metrics_v1.csv,A2(=FINAL_C0),unseen_test,original,0.8503205793082365,0.6799065420560748,0.8574766355140186,0.0,,,,CONTEXT_ONLY
results/rq3_test_metrics_v1.csv,A2(=FINAL_C0),unseen_test,jpeg_q50,0.8268496429819199,0.6752336448598131,0.8165887850467289,-0.0234709363263165,0.8222931898263142,0.08932186084485173,0.9943120260021668,CONTEXT_ONLY
results/rq3_test_metrics_v1.csv,A2(=FINAL_C0),unseen_test,resize_112,0.8161650307887152,0.8492990654205608,0.5537383177570093,-0.0341555485195212,0.7252256696808078,0.9811415504403841,0.13136511375947996,CONTEXT_ONLY
results/rq3_test_metrics_v1.csv,A2(=FINAL_C0),unseen_test,blur_sigma2,0.723661728098524,0.9976635514018692,0.0058411214953271,-0.1266588512097124,0.7265347274217077,0.9587569469018719,0.5552546045503792,CONTEXT_ONLY
results/rq3_test_metrics_v1.csv,A2(=FINAL_C0),unseen_test,screenshot_strong,0.81373100270766,0.6355140186915887,0.8317757009345794,-0.0365895766005764,0.7710482228392842,0.4287996954813945,0.8624052004333693,CONTEXT_ONLY
